# Colorado Snow Depth, March 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Missing: M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trace: T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar
US1CODG0032,LITTLETON 7.7 ESE,DOUGLAS,CO,5872,39.55,-104.9,5,4,2,3.5,1.5,1,0.5,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,M,M
US1COLR0250,LIVERMORE 10.5 WSW,LARIMER,CO,7442,40.75,-105.41,7.5,8,7.5,10,9,8,6.5,5,4,1.5,0,0,0,0,0,0,0,0,0,T,0,0,0,0,T,0,0,0,0,0,0
US1COLR1017,LIVERMORE 12.2 NW,LARIMER,CO,7001,40.87,-105.41,7,7,7.5,9,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0555,LIVERMORE 8.5 WSW,LARIMER,CO,7018,40.73,-105.41,M,8,9.5,10,8,5.5,5,3,3,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M
US1COLR0875,LIVERMORE 9.2 W,LARIMER,CO,7093,40.74,-105.4,M,8,M,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0897,LIVERMORE 9.9 WSW,LARIMER,CO,7555,40.72,-105.41,7.9,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0254,LONGMONT 1.4 WNW,BOULDER,CO,5053,40.18,-105.14,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0361,LONGMONT 1.8 E,BOULDER,CO,5013,40.17,-105.08,7.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0352,LONGMONT 1.8 ENE,BOULDER,CO,5059,40.18,-105.08,8,7,5,8,6,5.5,4,3,2,1,T,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COBO0150,LONGMONT 2.0 SSW,BOULDER,CO,4996,40.14,-105.12,5.5,5,3.5,6,5.5,5,3,1,T,T,T,T,T,0,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COBO0143,LONGMONT 2.1 N,BOULDER,CO,5048,40.2,-105.11,6,5,3,5,4.5,4,2,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COBO0084,LONGMONT 2.6 NW,BOULDER,CO,5068,40.2,-105.13,M,M,3.5,M,3,M,3,T,T,M,0,0,M,M,M,0,M,M,0,M,M,M,M,M,0,M,M,M,M,M,M
US1COBO0292,LONGMONT 2.7 SW,BOULDER,CO,5022,40.15,-105.15,2,0.2,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,0,M,M,M,M
US1COWE0311,LONGMONT 4.6 NE,WELD,CO,5096,40.21,-105.04,3,2.5,2,4.5,3,2.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,M,M,0
US1COWE0302,LONGMONT 5.1 E,WELD,CO,4917,40.17,-105.02,M,2.5,M,3.5,M,M,1,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0203,LONGMONT 8.2 ESE,WELD,CO,4963,40.12,-104.96,4,3,2,4,2,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0458,LOV 3.0 SW,LARIMER,CO,5111,40.37,-105.14,M,M,M,M,6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M
US1COLR0472,LOV 3.4 S,LARIMER,CO,5084,40.37,-105.1,6.5,4.5,4,6,6,5,3,1.5,1,0.5,T,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0500,LOV 3.8 S,LARIMER,CO,5084,40.37,-105.1,M,3.5,M,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0509,LOV 4.0 W,LARIMER,CO,5124,40.39,-105.16,6.5,6.5,6,8.5,8.2,7.5,5.7,4.1,3,0.3,0.2,0.2,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1COLR0941,LOVELAND 1.9 SSE,LARIMER,CO,4964,40.39,-105.06,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COLR0662,LOVELAND 2.0 SSE,LARIMER,CO,4963,40.39,-105.05,5.5,5.5,4.5,8,6.5,5.8,5,4.4,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,T,M,M,M,M,M
US1COLR0854,LOVELAND 2.3 NW,LARIMER,CO,5090,40.44,-105.1,5,4,3,6.5,6,5,3.5,2,1,0.5,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0676,LOVELAND 2.4 NW,LARIMER,CO,5097,40.44,-105.11,4.5,4.5,2,6,5.5,5,2,1,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0840,LOVELAND 2.4 SSE,LARIMER,CO,4935,40.39,-105.05,5.5,5.5,4.5,8,6.5,5.5,5,4.5,3.5,1.5,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0687,LOVELAND 2.7 E,LARIMER,CO,4986,40.43,-105.02,M,M,M,8.2,7.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055236,LOVELAND 2N,LARIMER,CO,5079,40.44,-105.08,6,6,5,8,7,6,4,3,1,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0104,LOVELAND 3.0 NNE,LARIMER,CO,4983,40.44,-105.06,4,3.5,3,6,5,4,2.5,2,1,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0
US1COLR0812,LOVELAND 3.1 WNW,LARIMER,CO,5184,40.43,-105.13,M,6,M,8.5,8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0923,LOVELAND 3.8 SW,LARIMER,CO,5064,40.38,-105.12,M,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0495,LOVELAND 4.3 SW,LARIMER,CO,5079,40.38,-105.14,M,3.8,M,M,M,M,M,M,M,M,M,M,M,0,M,M,0,M,M,M,M,M,0,M,0,M,M,M,M,M,M
US1COBO0146,LYONS 0.3 NNE,BOULDER,CO,5398,40.23,-105.27,7,7,6,7.5,7.5,6.5,4,2,M,1,1,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
US1COBO0137,LYONS 1.8 N,BOULDER,CO,6478,40.25,-105.26,M,M,8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0050,LYONS 4.8 N,LARIMER,CO,5616,40.29,-105.27,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR1028,LYONS 6.2 NW,LARIMER,CO,6475,40.28,-105.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M
US1COLR0735,LYONS 6.4 NW,LARIMER,CO,6665,40.28,-105.36,4.8,4.5,4,4.9,2.7,2.8,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055322,MANASSA,CONEJOS,CO,7693,37.17,-105.94,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COMZ0033,MANCOS 11 NNE,MONTEZUMA,CO,8948,37.5,-108.24,M,M,M,M,M,M,M,27.5,26.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055327,MANCOS 1SW,MONTEZUMA,CO,6895,37.33,-108.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COMZ0013,MANCOS 3.8 WNW,MONTEZUMA,CO,7048,37.38,-108.35,7,6.5,3,3.5,M,M,T,T,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0
US1COEP0175,MANITOU SPRINGS 1.2 ESE,ELPASO,CO,6389,38.85,-104.89,5,4.5,4,6,7,6,5,2.5,M,M,M,M,M,0,M,M,0,0,0,0,M,M,M,0,0,2,0,0,0,0,0
USC00055402,MARSTON FILTER PLANT,DENVER,CO,5608,39.62,-105.07,5,5,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0061,MASONVILLE 3.4 NW,LARIMER,CO,5798,40.52,-105.26,M,3.5,M,M,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055420,MASSADONA,MOFFAT,CO,5796,40.25,-108.64,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COEL0078,MATHESON 8.0 E,ELBERT,CO,5846,39.17,-103.83,M,M,7,8.1,8,7,M,5,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055446,MAYBELL,MOFFAT,CO,5942,40.52,-108.09,T,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COCF0020,MAYSVILLE 2.2 NE,CHAFFEE,CO,8423,38.54,-106.19,10,9,7.5,6,8,8,6,5,4,3,2.5,T,T,T,T,T,T,T,T,1,T,T,T,0.5,T,T,0,0,0,0,0
USC00055484,MEEKER,RIOBLANCO,CO,6227,40.04,-107.91,3,M,T,2,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,3,0,0,0,0,0,0
USC00055531,MESA VERDE NP,MONTEZUMA,CO,7140,37.2,-108.49,11,8,7,6,6,6,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COWE0374,MILLIKEN 1.3 WSW,WELD,CO,4841,40.31,-104.87,M,M,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLA0012,MODEL 7.9 ESE,LASANIMAS,CO,5416,37.34,-104.11,1,0.5,T,T,2.5,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CORG0010,MONTE VISTA 2.4 E,RIOGRANDE,CO,7649,37.58,-106.1,6,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CORG0002,MONTEVISTA 2.7 SSE,RIOGRANDE,CO,7652,37.55,-106.12,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055706,MONTE VISTA 2W,RIOGRANDE,CO,7693,37.58,-106.19,M,M,M,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COMT0005,MONTROSE 1.2 ESE,MONTROSE,CO,5829,38.47,-107.86,6.5,5,2,2.8,1.5,T,T,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,0,0,0,0
US1COMT0013,MONTROSE 1.2 WSW,MONTROSE,CO,5886,38.47,-107.89,6.5,3.5,1.5,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMT0036,MONTROSE 1.6 E,MONTROSE,CO,5917,38.48,-107.84,7,5.5,2,3.5,M,T,T,T,T,T,M,M,0,0,0,0,M,0,0,0,0,0,M,0,0,0,0,0,M,M,M
US1COMT0041,MONTROSE 2.3 ENE,MONTROSE,CO,6015,38.5,-107.83,7,4,1,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMT0015,MONTROSE 2.9 ESE,MONTROSE,CO,6041,38.46,-107.82,7.5,M,2,4,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMT0009,MONTROSE 4.0 NW,MONTROSE,CO,5728,38.53,-107.92,6.5,4.5,1.5,1.5,T,T,T,T,T,T,T,T,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0
US1COMT0024,MONTROSE 7.2 SSE,MONTROSE,CO,6143,38.38,-107.82,9.5,7,4.5,8.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMT0031,MONTROSE 7.3 ENE,MONTROSE,CO,6912,38.52,-107.75,9,7,4,7.5,6,5,4,3,2.5,1.5,0.5,T,T,T,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0
US1COMT0045,MONTROSE 8.1 WNW,MONTROSE,CO,5769,38.52,-108.01,7,M,T,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055722,MONTROSE NO 2,MONTROSE,CO,5788,38.49,-107.88,6,4,1,3,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COEP0017,MONUMENT 2.1 ENE,ELPASO,CO,7239,39.1,-104.83,7.4,8,5,7.5,7,6,4,3.5,T,T,T,T,T,T,T,0,0,0,1.1,T,0,0,0,0.6,0,2.2,0,0,0,0,0
US1COEP0055,MONUMENT 2.9 N,ELPASO,CO,7262,39.11,-104.86,9.5,9,6,8,8,6,4.5,3,2,1.5,1,0.5,T,T,T,T,T,T,0.5,1,T,T,T,T,T,2.5,T,M,M,M,M
US1COEP0265,MONUMENT 3.8 NE,ELPASO,CO,7380,39.11,-104.81,M,M,M,13.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.2,M,M,M,M,M
USC00055733,MONUMENT 3S,ELPASO,CO,6819,39.06,-104.87,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,M,0,0,0,0,0
US1COAM0033,MOSCA 17.6 E,ALAMOSA,CO,8341,37.64,-105.56,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COCF0043,NATHROP 2.1 SW,CHAFFEE,CO,7973,38.71,-106.11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,M,M,M
US1COCF0019,NATHROP 3.3 WSW,CHAFFEE,CO,8134,38.73,-106.13,M,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M
US1COBO0322,NEDERLAND 0.4 WNW,BOULDER,CO,8038,39.97,-105.51,9.5,8.5,5.5,7,6.8,6,4,3,2,1,0.5,T,2.5,T,T,T,T,0,0.4,0.5,0,0,0,2.1,0.5,0.1,0,0,0,0,0
US1COBO0075,NEDERLAND 2.61 NNE,BOULDER,CO,8338,39.99,-105.48,M,M,M,M,M,10.5,8.7,8,M,7.5,5.4,4,5,2.5,1,0.5,T,T,T,0.5,0,0,0,1.5,0.5,0.3,M,0,0,0,0
US1COBO0355,NEDERLAND 2.8 NE,BOULDER,CO,8264,39.99,-105.47,M,M,M,2.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0296,NEDERLAND 3.7 ENE,BOULDER,CO,8172,39.99,-105.44,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,M,M,M
US1COBO0233,NEDERLAND 4.2 E,BOULDER,CO,8276,39.97,-105.43,15,14.5,12,13,12.5,11,10,8,6.5,6,4.5,3.5,5,3,2,1.5,1,T,0.5,0.5,T,T,T,1,0.5,1.5,T,T,T,T,T
US1COBO0110,NEDERLAND 4.3 ENE,BOULDER,CO,8420,39.98,-105.43,M,9,6,8,8.5,8,6,5,4,3,2,1.5,2.5,1.5,T,T,T,T,0.5,0.5,M,M,M,1,0.5,1.5,M,M,M,M,M
US1COBO0092,NEDERLAND .47 ESE,BOULDER,CO,8335,39.96,-105.5,13,13,14,16,15,14.5,13.5,13,13,12,11.5,10,11.5,9.5,9,7,6.5,5,3.5,M,4,2.5,2,4,2,3.5,2,1,0.5,0.5,T
US1COBO0057,NEDERLAND 5.8 E,BOULDER,CO,7878,39.97,-105.4,15,14,12,13.5,12,10.5,9,M,7,6,4,2.5,1,1,0.5,T,T,0,0.5,0.5,0,0,0,1,0.5,1,M,M,M,M,M
US1COBO0034,NEDERLAND .5 WNW,BOULDER,CO,8331,39.96,-105.52,M,M,M,27,M,23,22,22,M,M,M,M,M,M,M,M,M,12.5,M,M,M,M,M,12,10,M,10,8.5,7,M,M
USC00055934,NEW RAYMER 21 N,WELD,CO,5179,40.93,-103.87,1,1,T,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COBO0338,NIWOT 0.7 NNW,BOULDER,CO,5077,40.1,-105.16,4.5,4,3.5,6,4,3.5,2,1.5,T,T,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COBO0306,NIWOT 0.9 NE,BOULDER,CO,5140,40.1,-105.14,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0248,NIWOT 2.3 W,BOULDER,CO,5160,40.1,-105.2,5.5,5,4,7,4.5,4.5,3,2,1.5,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00055970,NORTHDALE,DOLORES,CO,6679,37.81,-109.01,M,M,M,6,6,6,5,4,T,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00055984,NORTHGLENN,ADAMS,CO,5406,39.9,-105.01,0,0,0,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAD0176,NORTHGLENN 0.4 WSW,ADAMS,CO,5424,39.9,-104.99,2.5,M,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COAD0098,NORTHGLENN 0.9 SW,ADAMS,CO,5449,39.9,-104.99,2.5,2,1,2.5,1,0.5,T,T,T,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
US1COWE0345,NUNN 1.2 ENE,WELD,CO,5201,40.71,-104.76,T,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
US1COWE0409,NUNN 6.5 NE,WELD,CO,5217,40.77,-104.69,T,T,0,0.5,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1CORT0037,OAK CREEK 0.3 WSW,ROUTT,CO,7439,40.27,-106.96,M,19.5,M,20.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CORT0033,OAK CREEK 5.5 E,ROUTT,CO,7332,40.26,-106.85,M,24,21,22,22,22,21,20.5,20,20,20,19.5,17,16,16,15.5,12.5,10,7,5,4,2,1.5,4,4,2,0,0,0,0,M
USC00056136,ORDWAY 21 N,LINCOLN,CO,4766,38.53,-103.71,3,3,T,2,2,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00056205,OURAY NO. 2,OURAY,CO,7716,38.03,-107.67,10,7,5,10,8,6,5,4,3,2,T,T,T,T,T,T,T,T,0,0,0,0,0,0,T,T,T,0,0,0,0
US1COAU0019,PAGOSA SPRINGS 4.2 W,ARCHULETA,CO,7653,37.28,-107.09,20,17,M,16.5,M,M,M,M,M,M,M,M,M,M,M,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00056263,PAGOSA SPRINGS 6 WNW,ARCHULETA,CO,7774,37.31,-107.12,23,19,16,16,16,15,15,14,13,12,10,8,6,4,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0
US1COMN0001,PAGOSA SPRINGS 9.1 NNW,MINERAL,CO,8869,37.4,-107.06,44.5,41.5,43.5,M,M,36,M,M,M,M,M,M,31.5,35.5,M,M,M,M,23.5,M,M,M,M,M,M,M,M,M,M,6.5,M
USC00056266,PALISADE,MESA,CO,4750,39.11,-108.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,0
US1COME0124,PALISADE 1.4 SE,MESA,CO,4940,39.09,-108.34,0,0,0,2,0,0,M,M,M,0,0,0,0,0,0,M,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M
USC00056306,PAONIA 1SW,DELTA,CO,5580,38.85,-107.62,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1CODL0025,PAONIA 2.1 SSE,DELTA,CO,6099,38.84,-107.57,M,2.3,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00056320,PARADOX 2N,MONTROSE,CO,5445,38.39,-108.95,T,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1CODG0146,PARKER 2.1 WNW,DOUGLAS,CO,5922,39.52,-104.8,6,5,4,5,4.5,4,3,2,T,T,M,T,M,M,M,M,M,M,0,M,M,M,M,M,0,T,M,M,M,M,0
US1CODG0079,PARKER 3.6 ESE,DOUGLAS,CO,6221,39.5,-104.7,2.5,2,1.5,4,3,3,2.5,0.5,M,M,M,M,M,M,M,M,M,M,T,0,M,M,M,M,M,T,M,M,M,M,M
US1CODG0056,PARKER 4.4 NE,DOUGLAS,CO,6172,39.56,-104.7,5,4,3,4,4,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M
US1COGN0039,PARLIN 2.7 ESE,GUNNISON,CO,8002,38.48,-106.67,M,M,M,M,M,16,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COGR0052,PARSHALL 3.0 NNW,GRAND,CO,7891,40.09,-106.2,8,10,8,9,8.5,8.5,M,6,6,5,5,4.5,4.5,4,3.5,T,T,T,T,T,T,T,T,0.5,0.5,T,T,T,T,T,T
US1COEP0256,PEYTON 8.3 SW,ELPASO,CO,6947,38.95,-104.6,3.3,4.5,3,M,5,3,3,M,2.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0360,PINE 1.3 ENE,JEFFERSON,CO,7277,39.43,-105.31,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0216,PINE 3.4 NNW,JEFFERSON,CO,8080,39.46,-105.36,2.5,3,1,1.5,1.5,1,M,M,M,M,M,M,0.2,M,M,M,M,M,T,T,M,M,M,0.2,T,T,M,M,M,M,M
US1COGN0059,PITKIN 1.1 SW,GUNNISON,CO,9137,38.6,-106.53,M,M,M,M,29.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00056520,PLACERVILLE,SANMIGUEL,CO,7381,38.02,-108.05,10,9,8,9,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COPU0014,PUEBLO 17 W,PUEBLO,CO,5695,38.22,-104.94,2.8,2.5,M,4,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COPU0021,PUEBLO 1.9 E,PUEBLO,CO,4861,38.29,-104.58,M,M,T,2.2,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USW00093058,PUEBLO MEMORIAL AIRPORT,PUEBLO,CO,4728,38.29,-104.51,2,1.2,0,T,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00056765,PUEBLO RESERVOIR,PUEBLO,CO,4860,38.26,-104.72,M,M,M,1,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COPU0065,PUEBLO WEST 3.4 SSW,PUEBLO,CO,5120,38.3,-104.74,2.5,1,1,2.5,1.5,M,M,M,M,M,M,M,M,0,M,M,M,M,0,0,M,0,M,M,0,0,M,M,M,M,M
US1COPU0094,PUEBLO WEST 3.8 WSW,PUEBLO,CO,5099,38.33,-104.79,1.2,0.7,T,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COPU0080,PUEBLO WEST 4.9 SW,PUEBLO,CO,4975,38.3,-104.79,M,M,M,M,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M
US1COPU0055,PUEBLO WEST 6.0 W,PUEBLO,CO,5075,38.33,-104.83,1,M,T,2,0.5,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00056816,RALSTON RESERVOIR,JEFFERSON,CO,5898,39.83,-105.24,8,7,6,6,5,5,4,2,2,1,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00056832,RANGELY 1E,RIOBLANCO,CO,5276,40.09,-108.77,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0
US1COLR0329,RED FEATHER 5.9 NE,LARIMER,CO,7921,40.86,-105.51,7,7,6,7,6,5,4.5,4,4,3,1.5,0.5,T,T,T,0,0,0,0,0.5,0,0,0,0.5,1,T,0,0,0,0,0
US1COLP0070,REDMESA 4.2 NW,LAPLATA,CO,6769,37.14,-108.23,6,3,2,1,1,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
