# Colorado Snow Depth, March 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Missing: M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trace: T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar
US1COTL0029,DIVIDE 1.0 E,TELLER,CO,9438,38.93,-105.13,M,4.5,M,M,M,M,M,M,2,M,1.5,M,M,M,M,1,M,M,M,M,M,M,M,2.5,M,M,M,M,M,M,M
USC00052294,DIVIDE 4NW,TELLER,CO,9132,38.96,-105.22,5,6,4,6,5,5,3,3,3,2,2,2,2,2,1,1,1,1,4,5,2,2,2,2,1,5,3,2,1,1,0
US1CODR0003,DOVE CREEK 12.4 SSW,DOLORES,CO,6602,37.6,-109,13,9,6,8.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0225,DRAKE 3.0 NNE,LARIMER,CO,6750,40.47,-105.31,M,M,M,3.7,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR1026,DRAKE 4.3 WSW,LARIMER,CO,6945,40.41,-105.41,4.5,6.5,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00052441,DURANGO,LAPLATA,CO,6759,37.29,-107.86,13,12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLP0041,DURANGO 0.7 NNE,LAPLATA,CO,6592,37.3,-107.87,8.5,6.5,M,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLP0020,DURANGO 10 NNE,LAPLATA,CO,6619,37.41,-107.83,11,10,8,6,4,3,2.5,1.5,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,M,M
US1COLP0059,DURANGO 1.5 SW,LAPLATA,CO,6579,37.27,-107.89,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M
US1COLP0061,DURANGO 4.8 WSW,LAPLATA,CO,7428,37.25,-107.95,19,14,12,12,11,10,9,7,5,3,1,0.5,T,T,T,T,T,T,T,T,T,T,T,T,T,T,M,T,T,M,M
US1COLP0008,DURANGO 4.9 ESE,LAPLATA,CO,7121,37.26,-107.79,12,8.5,6.5,6,5,5,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00052446,EADS,KIOWA,CO,4211,38.48,-102.78,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COKW0004,EADS .45 E,KIOWA,CO,4209,38.48,-102.77,2,1,0.5,T,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00052494,EASTONVILLE 2 NNW,ELPASO,CO,7208,39.11,-104.6,6,4,4,6,M,M,M,M,M,T,0,0,0,0,0,0,T,0,2,T,0,0,0,T,1,T,T,0,0,0,0
US1COWE0441,EATON 1.8 SE,WELD,CO,4789,40.51,-104.68,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0397,EATON 4.3 ENE,WELD,CO,4864,40.54,-104.63,M,1,T,2,1,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODL0023,ECKERT 1.1 SW,DELTA,CO,5484,38.83,-107.97,M,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1CODL0031,ECKERT 1.4 W,DELTA,CO,5542,38.85,-107.98,T,T,T,T,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEL0071,ELIZABETH 12.1 NNE,ELBERT,CO,6093,39.52,-104.52,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COEL0077,ELIZABETH 1.7 WSW,ELBERT,CO,6686,39.35,-104.63,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M
US1COEL0075,ELIZABETH 2.0 NNE,ELBERT,CO,6584,39.39,-104.59,M,6.5,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEL0063,ELIZABETH 8.7 NNE,ELBERT,CO,6150,39.48,-104.56,6.5,5,4,6,5,4,2,1,0.5,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,T,T,M,M,M,M,M
USC00052668,ELLICOTT 7S,ELPASO,CO,5737,38.74,-104.4,0,0,0,0,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COCC0005,EMPIRE .2 E,CLEARCREEK,CO,8682,39.76,-105.68,8,6.5,4.5,5,5,5,4,3,2.5,0,0,0,6,1.5,0,0,0,0,0,0.5,0,0,0,4,0.5,0,0,0,0,0,0
US1COAR0292,ENGLEWOOD 1.4 N,ARAPAHOE,CO,5304,39.67,-104.99,M,6.5,5.5,7,7,5,3,2,0.5,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAR0239,ENGLEWOOD 2.0 ESE,ARAPAHOE,CO,5443,39.63,-104.96,M,7.5,M,M,M,M,M,M,2,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0209,ERIE 1.6 NE,WELD,CO,5081,40.07,-105.03,4,4,M,5.5,4.1,3.7,1.9,T,M,T,0,0,0,M,M,M,M,M,0,M,M,M,M,M,M,0,M,M,M,M,M
US1COBO0285,ERIE 1.7 WNW,BOULDER,CO,5130,40.04,-105.07,4.5,3.5,3,5.5,3,3,2,1.5,1,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR1019,ESTES PARK 10.5 SE,LARIMER,CO,6730,40.28,-105.37,6,6.5,5,8,7.5,5.5,4,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M
US1COLR0767,ESTES PARK 1.8 S,LARIMER,CO,7938,40.35,-105.52,8.5,9.5,7.5,10.5,9.5,8.5,7.5,6.5,6,5,4.5,4,3,2,1.5,1,0.5,T,T,0.5,T,T,T,0.5,T,T,T,T,T,T,T
US1COLR0987,ESTES PARK 1.8 SSE,LARIMER,CO,7640,40.35,-105.5,2.5,2.5,2.5,4,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0240,ESTES PARK 2.2 NE,LARIMER,CO,7770,40.4,-105.49,5,7.5,4.5,8.5,6,6,5,5.5,2,1,T,T,T,T,T,T,T,T,T,1.5,T,0,0,0.5,T,0.5,0,0,0,0,0
US1COLR0247,ESTES PARK 3.3 SSW,LARIMER,CO,8092,40.33,-105.52,6.3,6.5,6,9,7.4,6.2,5,4,1.5,T,T,T,T,T,T,T,T,M,M,0.7,M,M,M,0.8,0.6,T,M,M,M,M,M
USC00052761,ESTES PARK 3 SSE,LARIMER,CO,7810,40.35,-105.52,7,9,7,10,8,7,7,6,6,5,4,4,3,3,2,T,T,T,T,1,T,T,T,T,T,0,0,0,0,0,0
USC00052790,EVERGREEN,JEFFERSON,CO,7000,39.64,-105.32,5,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,2,0,0,0,0,0
US1COJF0433,EVERGREEN 1.1 S,JEFFERSON,CO,7464,39.62,-105.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M
US1COJF0424,EVERGREEN 1.3 NNE,JEFFERSON,CO,7452,39.65,-105.34,8,7.5,4,5,5,4.5,2,2,1,T,T,T,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0434,EVERGREEN 1.4 ENE,JEFFERSON,CO,7106,39.64,-105.32,M,M,M,M,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.5,2.5,T,M,M,M,M
US1COCC0022,EVERGREEN 3.4 WNW,CLEARCREEK,CO,7930,39.65,-105.4,M,10.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.2,M,M,M,M,M,1.1,M,M,M,M,M
US1COCC0018,EVERGREEN 3.5 W,CLEARCREEK,CO,7676,39.64,-105.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.1,M,M,M,M,M,M,M
US1COJF0157,EVERGREEN 4.2 SSE,JEFFERSON,CO,7800,39.58,-105.28,5,3,2,2.5,M,M,3,2,2,M,1,M,0.5,1,M,M,M,M,M,M,M,M,M,M,M,3,M,M,M,M,M
US1COJF0125,EVERGREEN 4.6 S,JEFFERSON,CO,7905,39.57,-105.31,3,2,0.5,0.5,0.5,0.5,T,T,T,T,T,T,1,T,T,T,T,T,T,T,T,T,T,T,T,2.5,T,T,T,0,0
US1COJF0404,EVERGREEN 4.9 SSE,JEFFERSON,CO,7960,39.56,-105.32,10.5,10,6,7,7,6,5.5,2.5,M,1,0.5,M,2,T,0,0,0,0,0.2,0.1,0,0,0,0.4,0.3,2.9,0,0,0,0,0
US1COCC0027,EVERGREEN 5.0 NW,CLEARCREEK,CO,8207,39.69,-105.41,M,M,M,11.5,14,M,M,M,M,M,M,M,2.4,M,M,M,M,M,M,M,M,M,M,1.2,M,1.2,M,M,M,M,M
US1COCC0002,EVERGREEN 5 W,CLEARCREEK,CO,7787,39.64,-105.41,7,6,2,2,2,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0383,EVERGREEN 6.2 NNW,JEFFERSON,CO,7471,39.71,-105.36,M,M,M,7,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,2.8,M,M,M,M,M
US1COCC0001,EVERGREEN 6.5 WSW,CLEARCREEK,CO,8095,39.61,-105.44,8,7,5,5,5,5,4,3.5,3,2.5,2,1.5,2,2,1.5,T,T,M,T,T,M,M,M,T,1,4,T,M,M,M,M
US1COCC0024,EVERGREEN 7.0 W,CLEARCREEK,CO,8392,39.65,-105.47,9,8.5,6,6.5,5,4,3,3,2,1,T,T,5,2,T,0,0,0,T,0.5,0,M,0,0.5,1,0.5,0,M,M,M,M
US1COPK0015,FAIRPLAY 2.7 WNW,PARK,CO,10391,39.23,-106.05,24.5,24.5,24,24,23.5,23,23,23,22.5,22.5,22,22,21.5,22.5,21.5,20,19,18.5,19,16.5,16.5,16.5,16,19.5,18,M,17,16,15.5,15,14
USC00052816,FAIRPLAY S PARK RD,PARK,CO,9993,39.22,-105.99,M,5,5,5,5,5,4,3,2,0,0,0,1,0,0,0,0,0,M,T,0,0,0,T,1,0,0,0,0,0,0
US1COEP0237,FALCON 2.3 NNE,ELPASO,CO,7021,38.96,-104.61,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0255,FCL,LARIMER,CO,5009,40.58,-105.09,3,3,1.5,5,3.5,3,1.5,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0270,FCL 1.7 SE,LARIMER,CO,4996,40.56,-105.06,M,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0320,FCL 1.7 SW,LARIMER,CO,5071,40.56,-105.11,5,4.5,3,7,6,5,2.5,1,0.5,T,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0372,FCL 2.1 S,LARIMER,CO,5071,40.55,-105.09,M,M,M,9.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0273,FCL 2.2 NW,LARIMER,CO,5066,40.6,-105.12,3.5,3,2,5,3.5,2.5,1.5,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0311,FCL 2.3 NW,LARIMER,CO,5075,40.6,-105.12,3,2.5,2,5,3.5,2,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0340,FCL 2.55 NE,LARIMER,CO,4976,40.61,-105.06,M,2,1,4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0259,FCL 2.5 W,LARIMER,CO,5117,40.59,-105.13,4.5,4,3,7.5,6,5.5,3.5,1.5,T,T,0,M,M,0,M,M,M,M,0,0,M,M,M,M,0,0,M,M,M,M,M
US1COLR0391,FCL 3.0 SW,LARIMER,CO,5140,40.54,-105.12,4.5,4,3,7,6,5,4,2.5,1.5,0.5,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0284,FCL 3.0 W,LARIMER,CO,5219,40.59,-105.15,M,2.5,M,6,4.5,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,0,0,0,0,0,M,M,M,M
US1COLR0403,FCL 3.7 E,LARIMER,CO,4927,40.57,-105.01,0.2,M,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0250,FCL 7.9 ENE,WELD,CO,5128,40.59,-104.93,0.5,0.5,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00052932,FLAGLER 1S,KITCARSON,CO,4920,39.28,-103.06,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00052934,FLATIRON RESERVOIR,LARIMER,CO,5503,40.37,-105.24,M,7,6,10,9,8,6,4,3,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0
USC00052947,FLEMING 3SW,LOGAN,CO,4255,40.65,-102.86,T,T,T,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COTL0031,FLORISSANT 4.8 NNE,TELLER,CO,8851,38.99,-105.26,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,4.5,M,M,M,M,M,M,M,M,M,M,M,M
US1COTL0019,FLORISSANT 5.0 N,TELLER,CO,9552,39,-105.29,M,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00052965,FLORISSANT FOSSIL BED,TELLER,CO,8400,38.91,-105.28,3,2,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,M,M,0,0,0,0,M,0,0,0,0,0,0
USC00053005,FORT COLLINS,LARIMER,CO,5003,40.58,-105.09,3,2,4,4,3,2,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR1049,FORT COLLINS 0.3 SSE,LARIMER,CO,5001,40.55,-105.07,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR1044,FORT COLLINS 0.7 SSW,LARIMER,CO,5027,40.55,-105.07,M,4.5,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M
US1COLR0849,FORT COLLINS 0.9 N,LARIMER,CO,4988,40.57,-105.07,4,4,2.5,5,4.5,4,2.5,1.5,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR1056,FORT COLLINS 1.0 SE,LARIMER,CO,4988,40.54,-105.06,M,M,0.7,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0863,FORT COLLINS 1.1 WNW,LARIMER,CO,4995,40.56,-105.09,2,2,M,5.5,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR1004,FORT COLLINS 1.3 ENE,LARIMER,CO,4929,40.57,-105.05,M,M,M,2.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0925,FORT COLLINS 1.9 E,LARIMER,CO,4937,40.55,-105.03,M,2,M,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0798,FORT COLLINS 2.3 N,LARIMER,CO,4948,40.59,-105.07,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0929,FORT COLLINS 2.8 W,LARIMER,CO,5114,40.56,-105.12,M,4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0075,FORT COLLINS 2.8 WSW,LARIMER,CO,5140,40.55,-105.13,4.5,4.5,M,M,6,5,3,1,1,T,T,T,T,T,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0653,FORT COLLINS 3.4 N,LARIMER,CO,4973,40.61,-105.06,0,T,T,2.5,1,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0885,FORT COLLINS 3.7 S,LARIMER,CO,4951,40.5,-105.07,4,2.5,1,4,4,1.5,T,T,T,T,T,T,T,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0025,FORT COLLINS 3.7 SW,LARIMER,CO,5170,40.53,-105.12,3.5,3.5,3,6,6,5,2.5,1.5,0.5,T,T,T,T,0,0,0,0,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COLR0836,FORT COLLINS 3.92 NNE,LARIMER,CO,5008,40.61,-105.04,2.5,2,T,4,2.5,M,T,T,T,T,T,T,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0112,FORT COLLINS 3.9 NNE,LARIMER,CO,5019,40.61,-105.04,2.5,2,T,4,2.5,M,T,T,T,T,T,T,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0758,FORT COLLINS 4.2 S,LARIMER,CO,4901,40.5,-105.06,3,3,2.5,5.5,4.5,3.5,2,T,T,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0762,FORT COLLINS 4.6 N,LARIMER,CO,5078,40.62,-105.06,2.5,2.5,1.5,4.5,3.5,3.2,M,T,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0632,FORT COLLINS 4.8 SE,LARIMER,CO,4940,40.53,-105.03,4,4,4,7,7,5,5,T,T,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR1020,FORT COLLINS 4.9 N,LARIMER,CO,5072,40.63,-105.06,1,1,0.5,2.5,1.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00053006,FORT COLLINS 4 E,LARIMER,CO,4919,40.58,-105.02,1,1,2,3,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0797,FORT COLLINS 5.4 N,LARIMER,CO,5042,40.64,-105.08,1,0.7,T,2.7,2.5,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLR0623,FORT COLLINS 5.4 WSW,LARIMER,CO,5658,40.52,-105.16,M,8.5,M,M,M,M,M,M,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M
US1COLR0630,FORT COLLINS 9.6 SE,LARIMER,CO,4950,40.48,-104.97,4,3,2,5.5,4.5,3.5,2,1,T,T,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COCS0011,FORT GARLAND 5.8 ESE,COSTILLA,CO,8354,37.39,-105.34,M,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053016,FORT LEWIS,LAPLATA,CO,7612,37.23,-108.05,8,8,8,8,7,7,6,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COWE0389,FORT LUPTON 0.5 NE,WELD,CO,4924,40.09,-104.8,4,3.8,3,5,5,4.5,1.8,0.5,T,T,T,T,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0
US1COWE0326,FORT LUPTON 7.4 NW,WELD,CO,4913,40.17,-104.89,M,M,M,4.8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0202,FOUNTAIN 1.8 NNE,ELPASO,CO,5562,38.69,-104.68,5.5,4.5,4,6,6.5,4,1.5,T,T,M,M,M,M,M,M,0,M,0,0,0,0,0,0,0,M,0,M,M,M,M,M
USC00053079,FOWLER 1 SE,OTERO,CO,4329,38.12,-104.01,1,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAR0288,FOXFIELD 3.7 ESE,ARAPAHOE,CO,6110,39.57,-104.73,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0030,FRANKTOWN 3.5 NE,DOUGLAS,CO,6399,39.43,-104.7,7,6.5,4,5,4,3.5,2.5,2,1,T,M,M,M,M,M,M,M,M,T,M,M,M,M,M,T,T,M,M,M,M,M
USC00053116,FRASER,GRAND,CO,8558,39.94,-105.82,25,25,26,26,25,25,24,22,22,22,21,20,19,18,16,13,10,8,8,7,6,6,6,6,6,3,2,1,1,T,T
US1COSU0004,FRISCO 0.5 N,SUMMIT,CO,9076,39.58,-106.1,34,33,32.5,33.5,33,32,31,30.5,30,29.5,29,28,30.5,28,27,25.5,23.5,22.5,21.5,21,20,M,M,M,M,16,14.5,12,11.5,10,8
US1COHF0032,GARDNER 5.2 ENE,HUERFANO,CO,7338,37.82,-105.09,M,6.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053246,GATEWAY 1ENE,MESA,CO,4670,38.69,-108.96,M,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00053258,GENOA,LINCOLN,CO,5591,39.28,-103.49,5,5,5,6,6,5,4,3,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00053261,GEORGETOWN,CLEARCREEK,CO,8518,39.71,-105.7,5,5,4,5,4,3,3,1,T,T,T,T,5,2,T,T,T,T,0,T,0,0,0,2,T,0,0,0,0,0,0
USC00053307,GLADE PARK 17W,MESA,CO,6322,38.95,-109.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COEP0247,GLENEAGLE 0.3 S,ELPASO,CO,6915,39.04,-104.82,M,M,M,5.5,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0061,GLENEAGLE 0.4 WNW,ELPASO,CO,6917,39.05,-104.83,6.5,6,5,5.5,6,5,3.5,2.5,1.5,1,0.5,0.5,T,0,0,0,0,0,T,0,M,0,0,0,T,1,0,0,0,0,0
US1COLR0868,GLEN HAVEN 1.2 N,LARIMER,CO,7101,40.47,-105.43,6.5,8,6.5,9.5,9,8,8,8,8,7.5,7,6.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053359,GLENWOOD SPGS #2,GARFIELD,CO,5729,39.56,-107.34,0,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COGF0004,GLENWOOD SPRINGS 1.4 S,GARFIELD,CO,5904,39.53,-107.32,T,0.5,1,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COGF0040,GLENWOOD SPRINGS 1.7 NW,GARFIELD,CO,6048,39.57,-107.35,0.2,1.2,0.1,0.7,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COGF0060,GLENWOOD SPRINGS 2.7 SSE,GARFIELD,CO,5945,39.51,-107.32,M,M,2,2,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COGF0001,GLENWOOD SPRINGS .64 S,GARFIELD,CO,5823,39.54,-107.33,T,T,1,1.5,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COWE0065,GLY 4.3 NE,WELD,CO,4677,40.45,-104.64,M,0,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0331,GOLDEN 12.5 NW,JEFFERSON,CO,9190,39.88,-105.39,19.5,18,15,15.5,15,14,14,13.5,M,13,12,11,17,16,M,M,7,5.5,5,4,M,M,M,1,1,2,M,M,T,T,T
US1COJF0365,GOLDEN 2.1 SW,JEFFERSON,CO,7442,39.72,-105.25,15,15,10,11,11,10,8,6,5,4,2,1,M,M,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0
USC00053387,GOLDEN 3SW,JEFFERSON,CO,7453,39.72,-105.25,15,10,11,11,10,8,6,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USC00053446,GOULD 4SE S.F.S.P,JACKSON,CO,8998,40.51,-106.01,27,27,27,28,28,27,27,27,26,25,21,19,19,18,18,17,14,10,10,10,9,9,8,9,16,16,9,4,2,1,0
US1COGR0039,GRANBY 6.3 NNE,GRAND,CO,8341,40.17,-105.9,18,18,15,15.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0067,GRAND JUNCTION 1.0 E,MESA,CO,4750,39.09,-108.54,M,0,0,M,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M
US1COME0075,GRAND JUNCTION 1.1 SSW,MESA,CO,4603,39.07,-108.56,0,0,0,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
